URL,URLLength,Domain,DomainLength,IsDomainIP,TLD,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,Title,DomainTitleMatchScore,URLTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef,label
https://www.simplyniadesign.com,30,www.simplyniadesign.com,23,0,com,100,1,0.5229071,0.05670613,3,1,0,0,0,17,0.567,0,0,0,0,0,1,0.033,1,456,9698,1,simplyniadesign,100,100,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,12,21,21,52,6,63,1
https://www.thefashionconnector.com,34,www.thefashionconnector.com,27,0,com,100,1,0.5229071,0.0673747,3,1,0,0,0,21,0.618,0,0,0,0,0,1,0.029,1,428,251,1,thefashionnnector,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,14,3,8,7,2,11,1
https://www.rvtravel.com,23,www.rvtravel.com,16,0,com,100,1,0.5229071,0.059025607,3,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,10132,49911,1,rvtravel,100,100,1,1,1,0,0,1,0,3,1,1,1,1,0,0,1,1,1,63,25,40,286,24,293,1
https://www.amazcon-co-jp.amacszan.niixwp.top/ap/signin,54,www.amazcon-co-jp.amacszan.niixwp.top,37,0,top,25.89606175,0.310344828,0.0002752,0.055600882,3,3,0,0,0,35,0.648,0,0,0,0,0,7,0.13,1,13,73,1,amazcon-co-jpamacszanniixwpapsigni,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
http://www.pmdu.info,19,www.pmdu.info,13,0,info,67.16049383,1,0.0075051,0.04061396,4,1,0,0,0,7,0.368,0,0,0,0,0,1,0.053,0,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.1000-ideen.at,24,www.1000-ideen.at,17,0,at,100,1,0.0038776,0.041866719,2,1,0,0,0,6,0.25,4,0.167,0,0,0,2,0.083,1,467,8996,1,1000-ideen,100,100,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,10,4,5,21,1,23,1
https://www.travel365.it,23,www.travel365.it,16,0,it,100,1,0.012178,0.040789445,2,1,0,0,0,7,0.304,3,0.13,0,0,0,1,0.043,1,378,1942,1,travel365,100,100,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,32,2,5,52,3,4,1
https://www.tdrtargets.org,25,www.tdrtargets.org,18,0,org,100,1,0.0799628,0.061578294,3,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,610,974,1,tdrtargets,100,100,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,16,7,19,27,4,15,1
https://www.fernsmithsclassroomideas.com,39,www.fernsmithsclassroomideas.com,32,0,com,100,1,0.5229071,0.064286585,3,1,0,0,0,26,0.667,0,0,0,0,0,1,0.026,1,4832,35202,1,fernsmithsclassroomideas,100,100,1,0,0,0,0,0,0,25,0,1,1,1,0,0,1,0,1,69,8,19,214,1,316,1
https://www.ati-ia.com,21,www.ati-ia.com,14,0,com,100,0.666666667,0.5229071,0.074265172,3,1,0,0,0,7,0.333,0,0,0,0,0,2,0.095,1,861,8409,1,ati-ia,100,100,0,1,0,0,0,0,0,4,0,1,0,1,0,0,0,0,1,39,6,4,42,0,17,1
http://www.wispy-fire-1da3.nscimupf.workers.dev,46,www.wispy-fire-1da3.nscimupf.workers.dev,40,0,dev,31.72503941,0.3125,0.0009613,0.047130737,3,3,0,0,0,28,0.609,2,0.043,0,0,0,5,0.109,0,2,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.cclpworldwide.com,28,www.cclpworldwide.com,21,0,com,100,1,0.5229071,0.055395872,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,965,9912,1,cclpworldwide,100,100,0,1,1,0,0,0,0,2,0,1,1,1,0,0,0,0,1,20,13,22,1,4,176,1
https://www.hanbit.co.kr,23,www.hanbit.co.kr,16,0,kr,100,0.777777778,0.0022733,0.055027654,2,2,0,0,0,9,0.391,0,0,0,0,0,2,0.087,1,1488,363,1,hanbitco,0,0,0,0,1,0,0,1,0,2,0,1,1,0,0,0,0,0,1,94,13,18,116,0,51,1
https://www.learn4good.com,25,www.learn4good.com,18,0,com,100,0.6,0.5229071,0.064416062,3,1,0,0,0,11,0.44,1,0.04,0,0,0,1,0.04,1,1283,2949,1,learn4good,100,100,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,14,2,14,1
https://www.rockwallheraldbanner.com,35,www.rockwallheraldbanner.com,28,0,com,100,1,0.5229071,0.059445007,3,1,0,0,0,22,0.629,0,0,0,0,0,1,0.029,1,5596,24799,1,rockwallheraldbanner,100,100,0,0,1,0,0,1,0,3,0,1,1,1,0,0,1,0,1,73,11,54,243,7,53,1
https://dev-bhdleonconfiguracionrd.pantheonsite.io/,51,dev-bhdleonconfiguracionrd.pantheonsite.io,42,0,io,49.3012709,0.58974359,0.0129268,0.059595672,2,1,0,0,0,39,0.765,0,0,0,0,0,4,0.078,1,141,161,1,dev-bhdleonconfiguracnrdpantheonsite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0
http://www.karizcustomizeme.com,30,www.karizcustomizeme.com,24,0,com,59.46819978,1,0.5229071,0.060636922,3,1,0,0,0,18,0.6,0,0,0,0,0,1,0.033,0,9,50,1,karizcustomizeme,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.loveokko.co,22,www.loveokko.co,15,0,co,100,1,0.0059772,0.061697554,2,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,3221,9783,1,loveokko,100,100,1,0,1,0,0,1,0,19,0,1,1,1,1,1,1,0,1,53,7,42,68,3,10,1
https://www.bitlaw.com,21,www.bitlaw.com,14,0,com,100,1,0.5229071,0.05645259,3,1,0,0,0,8,0.381,0,0,0,0,0,1,0.048,1,799,120,1,bitlaw,100,100,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,10,13,244,45,5,1
http://dj-wedding.tk/besst/,26,dj-wedding.tk,13,0,tk,48.97506925,0.8,0.000386,0.043457346,2,0,0,0,0,16,0.615,0,0,0,0,0,3,0.115,0,9,96,1,dj-weddingbesst,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
https://sweetflippantaddin.rgystre3.repl.co/des/index.php,56,sweetflippantaddin.rgystre3.repl.co,35,0,co,23.0787172,0.625,0.0059772,0.051396602,2,2,0,0,0,41,0.732,1,0.018,0,0,0,6,0.107,1,198,869,1,sweetflippantaddinrgystre3repldesindexph,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
https://www.postaprodeti.cz,26,www.postaprodeti.cz,19,0,cz,100,1,0.0036307,0.063064175,2,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,268,3245,1,postaprodeti,100,100,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,16,3,10,1,2,10,1
https://www.threadandmaple.com,29,www.threadandmaple.com,22,0,com,100,1,0.5229071,0.061704671,3,1,0,0,0,16,0.552,0,0,0,0,0,1,0.034,1,5828,66983,1,threadandmaple,100,100,1,0,1,0,0,1,0,21,0,1,1,1,1,1,1,0,1,148,3,32,150,2,14,1
http://www.vhidsods.ga,21,www.vhidsods.ga,15,0,ga,51.28205128,1,0.0002256,0.044466443,2,1,0,0,0,9,0.429,0,0,0,0,0,1,0.048,0,20,209,1,vhidsods,100,100,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://mail-101591.weeblysite.com/,35,mail-101591.weeblysite.com,26,0,com,45.54021477,0.772727273,0.5229071,0.044733881,3,1,0,0,0,17,0.486,6,0.171,0,0,0,4,0.114,1,13,103,1,mail-101591weeblysite,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
http://paxful-wap.vip,21,paxful-wap.vip,14,0,vip,48.70748299,0.7,0.0001067,0.034680954,3,0,0,0,0,12,0.571,0,0,0,0,0,2,0.095,0,41,112,1,paxful-wap,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.edepro.com,21,www.edepro.com,14,0,com,100,1,0.5229071,0.071736441,3,1,0,0,0,8,0.381,0,0,0,0,0,1,0.048,1,1251,476,1,edepro,100,100,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,40,2,8,133,12,9,1
https://www.philohome.com,24,www.philohome.com,17,0,com,100,1,0.5229071,0.064547682,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,416,182,1,philohome,100,100,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,11,0,0,0,0,10,1
https://www.rpo.co.uk,20,www.rpo.co.uk,13,0,uk,100,0.666666667,0.028555,0.066087054,2,2,0,0,0,6,0.3,0,0,0,0,0,2,0.1,1,1383,439,1,rpoco,0,0,0,0,1,0,0,1,0,5,0,1,0,1,0,0,0,0,1,12,3,17,132,93,19,1
https://www.northernireland.gov.uk,33,www.northernireland.gov.uk,26,0,uk,100,0.842105263,0.028555,0.058454275,2,2,0,0,0,19,0.576,0,0,0,0,0,2,0.061,1,468,5283,1,northernirelandgov,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,17,6,11,44,0,15,1
https://webmail-107285.weeblysite.com/,38,webmail-107285.weeblysite.com,29,0,com,55.29924693,0.68,0.5229071,0.044248088,3,1,0,0,0,20,0.526,6,0.158,0,0,0,4,0.105,1,271,19626,1,webmail-107285weeblysite,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,19,3,9,1,0,4,0
https://www.arabhorsesociety.org,31,www.arabhorsesociety.org,24,0,org,100,1,0.0799628,0.066565634,3,1,0,0,0,18,0.581,0,0,0,0,0,1,0.032,1,848,2592,1,arabhsesociety,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,15,1,7,62,0,70,1
https://www.7ebiz.com,20,www.7ebiz.com,13,0,com,100,1,0.5229071,0.050918978,3,1,0,0,0,6,0.3,1,0.05,0,0,0,1,0.05,1,337,226,1,7ebiz,100,100,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,3,6,63,2,8,1
https://www.sace.sa.edu.au,25,www.sace.sa.edu.au,18,0,au,100,0.454545455,0.0100856,0.066971471,2,3,0,0,0,10,0.4,0,0,0,0,0,3,0.12,1,8265,691,1,scesedu,0,0,1,0,0,0,0,0,0,5,0,1,1,1,0,0,1,0,1,8,11,16,461,1,459,1
https://www.jfl42.com,20,www.jfl42.com,13,0,com,100,1,0.5229071,0.034521176,3,1,0,0,0,5,0.25,2,0.1,0,0,0,1,0.05,1,872,818,1,jfl42,100,100,1,1,1,0,0,1,0,2,0,1,0,0,0,1,0,0,0,4,1,3,1,0,20,1
https://www.sextonford.com,25,www.sextonford.com,18,0,com,100,1,0.5229071,0.062370472,3,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,3748,51162,1,sextonford,100,100,0,1,0,1,0,1,0,6,0,1,1,1,1,0,1,1,1,75,34,70,199,30,19,1
https://www.gppi.net,19,www.gppi.net,12,0,net,100,1,0.0384199,0.048094144,3,1,0,0,0,6,0.316,0,0,0,0,0,1,0.053,1,667,10374,1,gppi,100,100,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,29,1,2,10,0,51,1
https://www.dechert.com,22,www.dechert.com,15,0,com,100,1,0.5229071,0.066473528,3,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,1193,3677,1,dechert,100,100,1,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,1,20,4,12,78,0,4,1
https://www.audible.fr,21,www.audible.fr,14,0,fr,100,1,0.0141483,0.04709785,2,1,0,0,0,8,0.381,0,0,0,0,0,1,0.048,1,402747,20750,1,audible,100,100,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,678,7,11,197,2,30,1
http://www.kohhd.com,19,www.kohhd.com,13,0,com,78.27160494,1,0.5229071,0.053055684,3,1,0,0,0,7,0.368,0,0,0,0,0,1,0.053,0,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.physicianpromise.com,31,www.physicianpromise.com,24,0,com,100,1,0.5229071,0.060625754,3,1,0,0,0,18,0.581,0,0,0,0,0,1,0.032,1,1441,2475,1,physicianpromise,100,100,1,0,1,0,0,1,0,2,0,1,1,1,0,0,0,0,1,65,7,17,130,0,16,1
https://www.bargainfurniturememphis.com,38,www.bargainfurniturememphis.com,31,0,com,100,1,0.5229071,0.056842459,3,1,0,0,0,25,0.658,0,0,0,0,0,1,0.026,1,4674,13007,1,bargainfurniturememphis,100,100,0,0,1,1,0,1,0,21,0,1,1,1,1,1,1,0,0,201,2,19,91,0,15,1
https://www.lib.fsu.edu,22,www.lib.fsu.edu,15,0,edu,100,0.571428571,0.0115013,0.043859964,3,2,0,0,0,8,0.364,0,0,0,0,0,2,0.091,1,783,958,1,libfsu,0,0,1,0,1,0,0,0,0,2,1,1,1,1,0,0,0,0,1,12,50,37,148,0,42,1
http://1636365.com/assets/40intlify.595663c5.js/assets/@floating-ui.4bc9703a.js/assets/@popperjs.36402333.js/assets/assets/,123,1636365.com,11,0,com,7.062642592,1,0.5229071,0.040285406,3,0,0,0,0,68,0.553,29,0.236,0,0,0,19,0.154,0,86,266643,1,1636365assets40intlify595663c5jsassets@floating-ui4bc9703ajsassets@popperjs36402333jsassetsassets,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,63,67,0,1,0
https://www.thenakedlifecoach.com,32,www.thenakedlifecoach.com,25,0,com,100,1,0.5229071,0.062223313,3,1,0,0,0,19,0.594,0,0,0,0,0,1,0.031,1,665,2614,1,thenakedlifeach,0,0,0,1,1,0,0,1,0,2,0,1,0,0,0,0,0,0,1,18,15,57,60,0,72,1
https://www.bebeltostes.com.br,29,www.bebeltostes.com.br,22,0,br,100,0.8,0.0094423,0.062704693,2,2,0,0,0,15,0.517,0,0,0,0,0,2,0.069,1,1463,590,1,eeltostescom,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,33,6,5,22,2,12,1
https://www.emag.bg,18,www.emag.bg,11,0,bg,100,1,0.0003954,0.056767175,2,1,0,0,0,5,0.278,0,0,0,0,0,1,0.056,1,24393,109937,1,emag,100,100,1,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,659,3,6,1676,0,18,1
https://www.speakertv.com,24,www.speakertv.com,17,0,com,100,1,0.5229071,0.060041189,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,2095,2387,1,speakertv,100,100,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,57,22,53,244,0,259,1
https://www.itera.ac.id,22,www.itera.ac.id,15,0,id,100,0.75,0.0014653,0.071139628,2,2,0,0,0,8,0.364,0,0,0,0,0,2,0.091,1,2262,8136,1,teraac,0,0,0,1,1,0,0,1,0,4,0,1,1,1,0,0,1,0,1,38,36,31,93,2,123,1
https://www.earlcampbellaward.com,32,www.earlcampbellaward.com,25,0,com,100,1,0.5229071,0.0608708,3,1,0,0,0,19,0.594,0,0,0,0,0,1,0.031,1,6648,79420,1,earlcampbellaward,100,100,0,1,1,0,0,0,0,11,0,1,1,1,0,1,1,0,1,68,5,9,105,1,146,1
https://www.atosmedical.com,26,www.atosmedical.com,19,0,com,100,1,0.5229071,0.070130341,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,1806,17369,1,atosmedical,100,100,1,1,1,0,0,0,0,4,0,1,1,1,0,0,0,0,0,19,10,24,176,0,197,1
https://www.andrewsgen.com,25,www.andrewsgen.com,18,0,com,100,1,0.5229071,0.061496739,3,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,201,738,1,andrewsgen,100,100,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,12,1,1,1,0,4,1
https://www.katieprice.co.uk,27,www.katieprice.co.uk,20,0,uk,100,0.846153846,0.028555,0.063473394,2,2,0,0,0,13,0.481,0,0,0,0,0,2,0.074,1,277,440,1,katiepriceco,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,5,5,5,0,0,3,1
https://login.cert.dokument.info.46-137-69-52.cprapid.com/id/finlogin.php,72,login.cert.dokument.info.46-137-69-52.cprapid.com,49,0,com,18.80580958,0.266666667,0.5229071,0.046829797,3,5,0,0,0,43,0.597,9,0.125,0,0,0,12,0.167,1,198,369,1,logincertdokumentinfo46-137-69-52cprapididfinloginph,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,2,0,0,0,0
https://www.obec.on.ca,21,www.obec.on.ca,14,0,ca,100,0.714285714,0.0101825,0.074333787,2,2,0,0,0,7,0.333,0,0,0,0,0,2,0.095,1,808,3525,1,obeon,0,0,1,0,1,1,0,1,0,5,0,1,1,0,0,0,0,0,1,60,11,19,19,2,15,1
http://www.mail-king.com,23,www.mail-king.com,17,0,com,84.78444632,0.555555556,0.5229071,0.058967986,3,1,0,0,0,10,0.435,0,0,0,0,0,2,0.087,0,9,50,1,mail-king,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.samford.edu,22,www.samford.edu,15,0,edu,100,1,0.0115013,0.058659694,3,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,546,1012,1,samford,100,100,1,0,1,0,0,1,0,2,0,1,1,1,0,0,1,0,0,16,1,3,162,2,72,1
https://www.ndcn.ox.ac.uk,24,www.ndcn.ox.ac.uk,17,0,uk,100,0.5,0.028555,0.056709544,2,3,0,0,0,9,0.375,0,0,0,0,0,3,0.125,1,4102,4039,1,ndcnoxac,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,3,4,4,287,0,307,1
https://www.carenity.us,22,www.carenity.us,15,0,us,100,1,0.0045585,0.058592098,2,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,555,350,1,carenity,100,100,1,0,0,0,0,1,0,2,0,1,1,1,0,0,0,0,0,24,1,3,96,0,25,1
https://www.4funparties.com,26,www.4funparties.com,19,0,com,100,1,0.5229071,0.054805919,3,1,0,0,0,12,0.462,1,0.038,0,0,0,1,0.038,1,570,425,1,4funparties,100,100,0,1,0,1,0,1,8,0,0,1,1,0,1,0,1,0,1,7,5,13,54,0,41,1
https://www.barbarashawgifts.com,31,www.barbarashawgifts.com,24,0,com,100,1,0.5229071,0.054354584,3,1,0,0,0,18,0.581,0,0,0,0,0,1,0.032,1,3082,22459,1,barbarashawgifts,100,100,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,1,114,3,19,224,8,219,1
https://www.exasound.com,23,www.exasound.com,16,0,com,100,1,0.5229071,0.062753186,3,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,984,11995,1,exasound,100,100,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,31,12,9,60,1,52,1
http://www.festinhacomasmaluca.top,33,www.festinhacomasmaluca.top,27,0,top,51.92238591,1,0.0002752,0.0640479,3,1,0,0,0,21,0.636,0,0,0,0,0,1,0.03,0,2,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.ecuafact.com,23,www.ecuafact.com,16,0,com,100,1,0.5229071,0.067511656,3,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,4381,9381,1,ecuafact,100,100,1,1,1,0,0,1,0,9,0,1,1,1,0,0,1,0,1,26,48,58,78,0,88,1
https://www.analizeeconomice.ro,30,www.analizeeconomice.ro,23,0,ro,100,1,0.001523,0.070317533,2,1,0,0,0,17,0.567,0,0,0,0,0,1,0.033,1,6074,19701,1,analizeeconomice,100,100,1,0,0,0,0,0,30,9,0,1,1,0,0,0,0,0,1,93,8,10,558,1,675,1
https://www.maritime-database.com,32,www.maritime-database.com,25,0,com,100,0.529411765,0.5229071,0.067285991,3,1,0,0,0,18,0.562,0,0,0,0,0,2,0.062,1,3154,246,1,maritime-database,100,100,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,5,8,6,736,0,443,1
https://www.vcalc.net,20,www.vcalc.net,13,0,net,100,1,0.0384199,0.06115495,3,1,0,0,0,7,0.35,0,0,0,0,0,1,0.05,1,1205,241,1,vcalc,100,100,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,77,2,1,0,0,49,1
https://www.sigmundfreud.net,27,www.sigmundfreud.net,20,0,net,100,1,0.0384199,0.050284153,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,289,242,1,sigmundfreud,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,8,47,40,2,2,1
https://www.multicolour.com,26,www.multicolour.com,19,0,com,100,1,0.5229071,0.06495697,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,2143,1850,1,multilour,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,23,1,2,239,0,21,1
https://www.johnnapier.com,25,www.johnnapier.com,18,0,com,100,1,0.5229071,0.061971384,3,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,756,9381,1,johnnapier,100,100,0,0,1,0,0,1,0,3,0,1,0,1,0,0,0,0,0,18,12,16,57,0,79,1
https://www.mittenwaldbahn.de,28,www.mittenwaldbahn.de,21,0,de,100,1,0.0326503,0.050901862,2,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,657,9381,1,mittenwalbahn,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,8,13,12,54,7,56,1
https://www.rachelpaulsfood.com,30,www.rachelpaulsfood.com,23,0,com,100,1,0.5229071,0.060848202,3,1,0,0,0,17,0.567,0,0,0,0,0,1,0.033,1,1317,9381,1,rachelpaulsfood,100,100,1,1,1,0,0,1,0,10,0,1,1,1,0,0,1,0,1,20,23,42,68,0,41,1
https://www.briarhillproducts.com,32,www.briarhillproducts.com,25,0,com,100,1,0.5229071,0.056570129,3,1,0,0,0,19,0.594,0,0,0,0,0,1,0.031,1,2323,3978,1,briarhillproducts,100,100,0,0,1,0,0,1,0,19,0,1,1,0,1,1,1,0,1,60,2,17,51,0,11,1
https://www.afrobirdsfarm.com,28,www.afrobirdsfarm.com,21,0,com,100,1,0.5229071,0.059334124,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,612,2179,1,afrobirdsfarm,100,100,0,1,1,0,0,1,0,2,0,1,0,0,0,0,0,0,1,9,3,9,28,0,38,1
